feature,timestamp,Max-mag,Max-x,Max-y,Max-z,Mean-mag,Mean-x,Mean-y,Mean-z,Min-mag,Min-x,Min-y,Min-z,Std-mag,Std-x,Std-y,Std-z,label
355,216000,0.235926587,0.185031185,0.046511628,0.194010417,0.9287875,0.811271975,0.917971253,0.76261457,0.959766075,0.95,0.982507289,0.912524851,0.001698229,0.00195709,0.00223924,0.004398968,1
356,216600,0.241157292,0.191268191,0.046511628,0.194010417,0.928789118,0.81139528,0.917715846,0.762844048,0.959766075,0.95,0.985422741,0.912524851,0.001955326,0.002443815,0.001183213,0.004283104,1
357,217200,0.241157292,0.191268191,0.046511628,0.212239583,0.928751842,0.811602896,0.916666667,0.764041737,0.959766075,0.942307692,0.972303207,0.906560636,0.003463589,0.004702111,0.004000376,0.010842444,1
358,217800,0.241157292,0.191268191,0.046511628,0.212239583,0.929217269,0.812326784,0.916163142,0.765405474,0.959766075,0.942307692,0.972303207,0.906560636,0.00453678,0.005747524,0.004341925,0.011031078,1
359,218400,0.254647425,0.20997921,0.055232558,0.213541667,0.930297243,0.813795243,0.915682505,0.767784086,0.961924401,0.942307692,0.969387755,0.890656064,0.008156458,0.008260236,0.008071408,0.016442402,1
360,219000,0.254647425,0.20997921,0.055232558,0.213541667,0.92746801,0.809617373,0.915980042,0.76347087,0.953074119,0.940384615,0.969387755,0.890656064,0.012042445,0.012550638,0.0097499,0.017864282,1
361,219600,0.254647425,0.20997921,0.055232558,0.213541667,0.925189286,0.805211996,0.916689554,0.760743395,0.953074119,0.938461538,0.969387755,0.890656064,0.013748704,0.014043734,0.01127447,0.018282786,1
362,220200,0.254647425,0.20997921,0.055232558,0.213541667,0.924795908,0.804301965,0.917307516,0.759728521,0.953074119,0.938461538,0.969387755,0.890656064,0.014164613,0.013284509,0.00974292,0.013367022,1
363,220800,0.254647425,0.20997921,0.055232558,0.213541667,0.924044593,0.803102378,0.916735329,0.759728521,0.953074119,0.938461538,0.969387755,0.890656064,0.013519696,0.012227429,0.011052818,0.013648455,1
364,221400,0.241457969,0.185031185,0.052325581,0.1953125,0.92329232,0.801075491,0.916803992,0.75991881,0.953074119,0.938461538,0.982507289,0.908548708,0.009195182,0.007871299,0.008153501,0.007091322,1
365,222000,0.241457969,0.185031185,0.052325581,0.1953125,0.926208856,0.805604964,0.916277579,0.7643906,0.954210552,0.938461538,0.979591837,0.910536779,0.007730024,0.006009019,0.007775324,0.005936007,1
366,222600,0.241457969,0.185031185,0.049418605,0.1953125,0.927886841,0.809369183,0.915430742,0.76616663,0.954210552,0.940384615,0.979591837,0.910536779,0.004557575,0.00277891,0.00662163,0.005293574,1
367,223200,0.237499496,0.185031185,0.049418605,0.1953125,0.928083343,0.810630817,0.915041655,0.765659193,0.962461944,0.953846154,0.979591837,0.910536779,0.001737844,0.001735027,0.006846815,0.004437387,1
368,223800,0.237499496,0.187110187,0.043604651,0.1953125,0.928079246,0.810895738,0.915573753,0.764439889,0.9598573,0.953846154,0.979591837,0.910536779,0.001676429,0.001946039,0.005212872,0.004425671,1
369,224400,0.237499496,0.187110187,0.043604651,0.1953125,0.928093251,0.811768356,0.915796942,0.762900003,0.9598573,0.953846154,0.979591837,0.910536779,0.002152785,0.002030542,0.005302619,0.004574374,1
370,225000,0.23123448,0.187110187,0.043604651,0.192708333,0.927345314,0.810651499,0.91536208,0.762582855,0.9598573,0.953846154,0.982507289,0.912524851,0.001226087,0.001835606,0.004545114,0.003329154,1
371,225600,0.237589533,0.187110187,0.049418605,0.192708333,0.927868306,0.810506722,0.91600293,0.763597729,0.9598573,0.953846154,0.982507289,0.912524851,0.001759736,0.001671583,0.005053847,0.002297218,1
372,226200,0.237589533,0.187110187,0.049418605,0.192708333,0.92760042,0.809493278,0.916231804,0.763756303,0.9595172,0.948076923,0.982507289,0.912524851,0.002613895,0.001401781,0.004963068,0.002471568,1
373,226800,0.237589533,0.187110187,0.049418605,0.192708333,0.927616941,0.809968976,0.915590955,0.764136881,0.9595172,0.948076923,0.982507289,0.916500994,0.002710097,0.002141316,0.005804925,0.001258621,1
374,227400,0.237589533,0.187110187,0.049418605,0.192708333,0.927663011,0.809927611,0.915751167,0.764105166,0.9595172,0.948076923,0.982507289,0.916500994,0.003036041,0.002744039,0.005356451,0.000890865,1
375,228000,0.237589533,0.187110187,0.049418605,0.19140625,0.928262196,0.810750038,0.916195651,0.764312222,0.9595172,0.948076923,0.982507289,0.916500994,0.002857426,0.00348245,0.005007494,0.001013407,1
376,228600,0.236326003,0.187110187,0.046511628,0.19140625,0.927641341,0.810155119,0.91563673,0.763883163,0.9595172,0.948076923,0.979591837,0.916500994,0.002263027,0.003537573,0.005024528,0.001190361,1
377,229200,0.237735973,0.191268191,0.046511628,0.192708333,0.928239087,0.810692865,0.916186029,0.76432717,0.962770036,0.95,0.979591837,0.916500994,0.00273002,0.004103029,0.004280426,0.00172966,1
378,229800,0.237735973,0.191268191,0.040697674,0.192708333,0.92823398,0.809824199,0.916987091,0.764295455,0.962157154,0.942307692,0.979591837,0.916500994,0.003190352,0.003975356,0.003378121,0.001879947,1
379,230400,0.237735973,0.191268191,0.043604651,0.192708333,0.927998631,0.809865564,0.916529342,0.764136881,0.962157154,0.942307692,0.978134111,0.916500994,0.003518016,0.003525588,0.00498388,0.002297486,1
380,231000,0.237735973,0.191268191,0.043604651,0.192708333,0.927621104,0.809617373,0.916346242,0.76347087,0.961637741,0.942307692,0.978134111,0.916500994,0.003895551,0.003081336,0.0055068,0.002744445,1
381,231600,0.237735973,0.191268191,0.043604651,0.194010417,0.927782046,0.809782834,0.916552229,0.76347087,0.961637741,0.942307692,0.978134111,0.916500994,0.003865045,0.003026011,0.004584958,0.003219626,1
382,232200,0.2361014,0.182952183,0.043604651,0.194010417,0.927287915,0.809803516,0.916048705,0.762519425,0.960051466,0.942307692,0.978134111,0.914512922,0.003201726,0.001800972,0.005357913,0.003670103,1
383,232800,0.2361014,0.180873181,0.043604651,0.194010417,0.92691867,0.810382627,0.914927218,0.762170562,0.960051466,0.951923077,0.978134111,0.914512922,0.002506222,0.000439406,0.00529089,0.004388709,1
384,233400,0.234777747,0.180873181,0.046511628,0.194010417,0.926922016,0.809865564,0.915568067,0.761916844,0.960051466,0.951923077,0.979591837,0.914512922,0.002528981,0.000676582,0.005684289,0.004007054,1
385,234000,0.234777747,0.180873181,0.046511628,0.194010417,0.926707159,0.809658738,0.91554518,0.761504551,0.960051466,0.951923077,0.979591837,0.914512922,0.002331314,0.000306603,0.005928396,0.003605799,1
386,234600,0.23508504,0.180873181,0.046511628,0.190104167,0.926740372,0.809596691,0.915980042,0.761028829,0.960051466,0.95,0.978134111,0.914512922,0.003091219,0.000587626,0.007164215,0.003076399,1
387,235200,0.23508504,0.180873181,0.046511628,0.192708333,0.92745474,0.809272225,0.916817549,0.762652547,0.962429728,0.948076923,0.978134111,0.914512922,0.002805458,0.000815299,0.006219328,0.00269148,1
388,235800,0.238365129,0.180873181,0.046511628,0.192708333,0.928006078,0.809141675,0.918223016,0.76255114,0.962429728,0.948076923,0.978134111,0.914512922,0.003175031,0.000828742,0.006015772,0.002282623,1
389,236400,0.238365129,0.180873181,0.046511628,0.192708333,0.927672858,0.809079628,0.917765266,0.762202277,0.962429728,0.948076923,0.978134111,0.914512922,0.002366963,0.000523244,0.004802233,0.002689862,1
390,237000,0.238365129,0.180873181,0.046511628,0.192708333,0.927950899,0.809493278,0.918451891,0.761504551,0.962429728,0.948076923,0.978134111,0.914512922,0.002526679,0.000909164,0.00412448,0.002232913,1
391,237600,0.238365129,0.180873181,0.046511628,0.192708333,0.928120353,0.809534643,0.918383228,0.762138847,0.962728255,0.948076923,0.982507289,0.914512922,0.001550387,0.000625969,0.002649261,0.002526188,1
392,238200,0.238365129,0.180873181,0.046511628,0.19140625,0.927557907,0.809886246,0.917284629,0.761409407,0.962728255,0.951923077,0.982507289,0.914512922,0.001970995,0.00092066,0.003732227,0.002249629,1
393,238800,0.236326003,0.191268191,0.046511628,0.192708333,0.927434122,0.809989659,0.916346242,0.762297422,0.962051713,0.951923077,0.982507289,0.916500994,0.001785404,0.001612691,0.003825334,0.002513617,1
394,239400,0.236326003,0.191268191,0.046511628,0.192708333,0.927445161,0.809813396,0.916241718,0.762748297,0.960137412,0.946153846,0.982507289,0.916500994,0.002837801,0.002913861,0.003716761,0.002570829,1
395,240000,0.235396823,0.191268191,0.046511628,0.192708333,0.927564351,0.809948294,0.915980042,0.763375725,0.960137412,0.946153846,0.982507289,0.916500994,0.002287246,0.003178059,0.003753999,0.00247823,1
396,240600,0.249705148,0.207900208,0.046511628,0.19921875,0.929701053,0.814436401,0.914950105,0.765976341,0.960137412,0.946153846,0.982507289,0.916500994,0.007183751,0.009127626,0.004721152,0.005174248,1
397,241200,0.253051191,0.212058212,0.046511628,0.205729167,0.935059405,0.822171665,0.913347981,0.775966509,0.960137412,0.946153846,0.979591837,0.916500994,0.015383937,0.015786782,0.005383925,0.014292376,1
398,241800,0.253051191,0.212058212,0.040697674,0.205729167,0.939880751,0.829720786,0.911928957,0.784085503,0.960137412,0.946153846,0.979591837,0.916500994,0.016993236,0.017404718,0.00481149,0.016053531,1
399,242400,0.253051191,0.212058212,0.040697674,0.205729167,0.944329612,0.836504654,0.910693033,0.791728775,0.962996896,0.951923077,0.979591837,0.920477137,0.013558776,0.013532375,0.004042523,0.013776062,1
400,243000,0.253051191,0.212058212,0.037790698,0.205729167,0.948956172,0.843660807,0.908999359,0.800164917,0.965491537,0.955769231,0.979591837,0.920477137,0.008168697,0.006916496,0.002878468,0.008823308,1
401,243600,0.253051191,0.212058212,0.034883721,0.205729167,0.951353606,0.846907963,0.908335622,0.80485871,0.974058778,0.971153846,0.979591837,0.932405567,0.001486331,0.000515487,0.001924907,0.003201216,1
402,244200,0.251741923,0.205821206,0.034883721,0.203125,0.950294518,0.845708376,0.908839147,0.802131236,0.974058778,0.971153846,0.979591837,0.932405567,0.001528563,0.000415303,0.001817659,0.002197925,1
403,244800,0.251741923,0.203742204,0.040697674,0.203125,0.949768139,0.844384695,0.909434221,0.801274936,0.974058778,0.971153846,0.979591837,0.932405567,0.001225124,0.000262641,0.002312451,0.001465106,1
404,245400,0.251741923,0.203742204,0.040697674,0.203125,0.949759169,0.844446743,0.909663096,0.800799213,0.974058778,0.971153846,0.979591837,0.932405567,0.001216572,0.000487814,0.002918437,0.001469757,1
405,246000,0.254597754,0.214137214,0.043604651,0.201822917,0.949565876,0.844405377,0.910532821,0.798832895,0.975424178,0.965384615,0.976676385,0.926441352,0.001185111,0.002941134,0.005465189,0.001673606,1
406,246600,0.254597754,0.214137214,0.093023256,0.209635417,0.943403796,0.830294627,0.909354771,0.799356896,0.930528103,0.867307692,0.95335277,0.916500994,0.021470316,0.033532531,0.02063856,0.010855469,1
407,247200,0.254597754,0.214137214,0.093023256,0.209635417,0.939671316,0.821571872,0.910166621,0.797596017,0.930528103,0.867307692,0.95335277,0.916500994,0.023102787,0.034915303,0.021319835,0.013356187,1
408,247800,0.254597754,0.214137214,0.093023256,0.209635417,0.936384704,0.81565667,0.911127895,0.793155942,0.930528103,0.867307692,0.95335277,0.912524851,0.022365498,0.033498192,0.022069607,0.01628006,1
409,248400,0.254597754,0.214137214,0.093023256,0.209635417,0.932906633,0.808231644,0.911677195,0.79084076,0.930528103,0.867307692,0.95335277,0.912524851,0.020121093,0.030398408,0.022530446,0.016926071,1
410,249000,0.244010317,0.187110187,0.093023256,0.209635417,0.929354816,0.798697001,0.910395496,0.794107386,0.930528103,0.867307692,0.95335277,0.912524851,0.016747151,0.02217753,0.024287073,0.01994595,1
411,249600,0.250008651,0.187110187,0.049418605,0.217447917,0.932757552,0.803040331,0.910166621,0.800069773,0.952710903,0.919230769,0.965014577,0.912524851,0.011217418,0.012505227,0.017960103,0.023627167,1
412,250200,0.250008651,0.187110187,0.049418605,0.217447917,0.93272689,0.802254395,0.908793372,0.80320954,0.952710903,0.919230769,0.965014577,0.912524851,0.010801714,0.013302736,0.01737368,0.022626442,1
413,250800,0.258528375,0.205821206,0.049418605,0.217447917,0.934075457,0.804734717,0.908180075,0.805293426,0.952710903,0.919230769,0.965014577,0.916500994,0.015393384,0.017721727,0.019046944,0.021866198,1
414,251400,0.258528375,0.205821206,0.049418605,0.217447917,0.934522429,0.804819028,0.906825048,0.808823063,0.952710903,0.919230769,0.965014577,0.916500994,0.015291791,0.017263388,0.018647274,0.020404695,1
415,252000,0.258528375,0.205821206,0.049418605,0.217447917,0.934595578,0.805770424,0.907763435,0.806254163,0.953631902,0.909615385,0.965014577,0.908548708,0.016672459,0.020971938,0.018549729,0.023214172,1
416,252600,0.258528375,0.205821206,0.049418605,0.21484375,0.933869368,0.805046536,0.90817541,0.804160984,0.953631902,0.909615385,0.969387755,0.908548708,0.015302689,0.019427364,0.013459828,0.018359621,1
417,253200,0.258528375,0.205821206,0.049418605,0.21484375,0.933118516,0.804157187,0.909319784,0.801052932,0.953631902,0.909615385,0.969387755,0.908548708,0.018068481,0.021096361,0.014101955,0.018684078,1
418,253800,0.255213859,0.195426195,0.043604651,0.21875,0.930317262,0.795780765,0.906847936,0.807078748,0.953631902,0.909615385,0.969387755,0.908548708,0.016024686,0.018678218,0.014372979,0.021843034,1
419,254400,0.255213859,0.20997921,0.043604651,0.21875,0.929309869,0.792988625,0.906619061,0.807903333,0.949905477,0.909615385,0.969387755,0.908548708,0.018414256,0.020274129,0.014394005,0.023253963,1
420,255000,0.250346773,0.20997921,0.043604651,0.21875,0.929761935,0.792450879,0.905200037,0.812438553,0.949905477,0.923076923,0.969387755,0.912524851,0.01661839,0.016202157,0.01140241,0.02183456,1
421,255600,0.250346773,0.20997921,0.043604651,0.21875,0.92879482,0.792761117,0.906207086,0.807110463,0.949905477,0.923076923,0.969387755,0.912524851,0.016798168,0.016284384,0.01153031,0.02177016,1
422,256200,0.250346773,0.20997921,0.046511628,0.21875,0.928754807,0.792823164,0.905589124,0.807839904,0.949905477,0.923076923,0.969387755,0.910536779,0.015119086,0.015348723,0.012218106,0.022762856,1
423,256800,0.258632417,0.218295218,0.049418605,0.213541667,0.932911424,0.803412616,0.906733498,0.805397862,0.949905477,0.932692308,0.976676385,0.910536779,0.019276636,0.023942721,0.011833557,0.020597286,1
424,257400,0.274726035,0.241164241,0.049418605,0.213541667,0.943278077,0.824612203,0.906138424,0.811931115,0.953769579,0.932692308,0.976676385,0.910536779,0.036472548,0.046575937,0.011351957,0.022521924,1
425,258000,0.274726035,0.241164241,0.049418605,0.212239583,0.949352033,0.839307201,0.906475613,0.81148529,0.953769579,0.932692308,0.976676385,0.910536779,0.037878801,0.048575964,0.010135831,0.019393785,1
426,258600,0.274726035,0.241164241,0.049418605,0.212239583,0.953218552,0.848293692,0.906138424,0.812597127,0.953769579,0.932692308,0.976676385,0.910536779,0.032627688,0.041454151,0.009762148,0.018739411,1
427,259200,0.274726035,0.241164241,0.052325581,0.212239583,0.955176355,0.854994829,0.907511673,0.807713044,0.960165345,0.95,0.976676385,0.916500994,0.027614789,0.030994365,0.011675047,0.022557341,1
428,259800,0.274726035,0.241164241,0.052325581,0.2109375,0.953734899,0.852492244,0.908427172,0.804890425,0.968238785,0.953846154,0.978134111,0.916500994,0.027769755,0.031266914,0.009160041,0.020574109,1
429,260400,0.261659023,0.224532225,0.052325581,0.213541667,0.945622683,0.839027921,0.908495834,0.795978561,0.953134359,0.951923077,0.973760933,0.900596421,0.020867597,0.021183609,0.010970484,0.022139567,1
430,261000,0.273419785,0.232848233,0.052325581,0.213541667,0.946728026,0.840186143,0.906916598,0.80057721,0.953134359,0.951923077,0.973760933,0.900596421,0.024940458,0.024777847,0.012748588,0.027069678,1
431,261600,0.273419785,0.232848233,0.052325581,0.213541667,0.950203997,0.846845915,0.905383137,0.805461292,0.953134359,0.951923077,0.973760933,0.900596421,0.027193675,0.028005988,0.013144989,0.028007063,1
432,262200,0.273419785,0.232848233,0.040697674,0.213541667,0.955814215,0.855708837,0.902790291,0.816240897,0.953134359,0.951923077,0.973760933,0.900596421,0.024869796,0.025945426,0.008370041,0.022799938,1
433,262800,0.273419785,0.232848233,0.040697674,0.21484375,0.960747108,0.863619442,0.901332052,0.824268181,0.953134359,0.951923077,0.973760933,0.900596421,0.020707623,0.019422698,0.006703513,0.020059475,1
434,263400,0.273419785,0.232848233,0.031976744,0.21484375,0.964892155,0.870879007,0.900279227,0.829881704,0.981053584,0.982692308,0.973760933,0.93638171,0.006243591,0.006916496,0.004456743,0.006668729,1
435,264000,0.265817542,0.22037422,0.031976744,0.21484375,0.963026866,0.867900724,0.900942964,0.826678507,0.981053584,0.982692308,0.976676385,0.93638171,0.002902641,0.001728347,0.003649212,0.004279133,1
436,264600,0.265817542,0.22037422,0.031976744,0.21484375,0.963065999,0.866701138,0.901377827,0.827851955,0.981053584,0.982692308,0.976676385,0.93638171,0.003266665,0.001298771,0.003851633,0.003308888,1
437,265200,0.265817542,0.22037422,0.029069767,0.21484375,0.962426893,0.86630817,0.900050352,0.828264248,0.980801791,0.982692308,0.970845481,0.93638171,0.00388011,0.001212753,0.005591075,0.002292125,1
438,265800,0.260903279,0.216216216,0.029069767,0.209635417,0.961719816,0.866246122,0.899455278,0.826837081,0.980801791,0.976923077,0.970845481,0.93638171,0.003359261,0.001577258,0.004821034,0.001307154,1
439,266400,0.260903279,0.216216216,0.029069767,0.209635417,0.962038148,0.866018614,0.900210565,0.8270908,0.980801791,0.976923077,0.970845481,0.940357853,0.003377168,0.001330783,0.0040076,0.001134899,1
440,267000,0.262197474,0.218295218,0.034883721,0.209635417,0.962099686,0.865729059,0.90053099,0.827217659,0.980801791,0.976923077,0.970845481,0.940357853,0.00376535,0.002289506,0.004963261,0.000999877,1
441,267600,0.262197474,0.218295218,0.034883721,0.209635417,0.961149595,0.864984488,0.900370777,0.82525134,0.980801791,0.976923077,0.970845481,0.940357853,0.002624872,0.001963296,0.004501495,0.00046093,1
442,268200,0.262197474,0.226611227,0.034883721,0.209635417,0.961720318,0.86459152,0.901469377,0.826075925,0.98085647,0.976923077,0.976676385,0.940357853,0.001429578,0.002689342,0.002406496,0.001401544,1
443,268800,0.262197474,0.226611227,0.034883721,0.209635417,0.962017154,0.864777663,0.901835576,0.826266214,0.981224034,0.980769231,0.976676385,0.938369781,0.001232959,0.002148664,0.00289849,0.002295534,1
444,269400,0.262938835,0.226611227,0.034883721,0.208333333,0.961922428,0.864658969,0.901776827,0.826198946,0.981224034,0.980769231,0.976676385,0.938369781,0.001118918,0.00255265,0.003437335,0.001873813,1
445,270000,0.262938835,0.226611227,0.034883721,0.208333333,0.961996001,0.865274043,0.901332052,0.826266214,0.98273917,0.980769231,0.976676385,0.938369781,0.000894375,0.002426995,0.002318663,0.001640424,1
446,270600,0.262938835,0.226611227,0.034883721,0.208333333,0.962539636,0.866018614,0.900874302,0.827788526,0.979185289,0.980769231,0.976676385,0.938369781,0.002146391,0.002477641,0.003105667,0.001939004,1
447,271200,0.266734748,0.224532225,0.029069767,0.209635417,0.962579202,0.86630817,0.90034789,0.828327678,0.979185289,0.980769231,0.975218659,0.938369781,0.003082429,0.002388089,0.003471458,0.002405544,1
448,271800,0.266734748,0.224532225,0.037790698,0.209635417,0.962464017,0.865729059,0.900050352,0.829215692,0.979185289,0.980769231,0.973760933,0.944333996,0.003526426,0.002978987,0.004718085,0.0014898,1
449,272400,0.266734748,0.224532225,0.043604651,0.21484375,0.961904255,0.86417787,0.899958803,0.829627985,0.979185289,0.975,0.973760933,0.932405567,0.005314362,0.004367422,0.009266099,0.004916771,1
450,273000,0.266734748,0.226611227,0.046511628,0.21484375,0.959701326,0.863453981,0.901950014,0.819954965,0.969326414,0.973076923,0.973760933,0.918489066,0.008191911,0.005520035,0.012997619,0.017080639,1
451,273600,0.266734748,0.226611227,0.046511628,0.21484375,0.957748574,0.862639986,0.904632952,0.810208617,0.969326414,0.973076923,0.973760933,0.918489066,0.008544919,0.00559492,0.013612509,0.020956368,1
452,274200,0.265864236,0.226611227,0.046511628,0.21484375,0.955446497,0.861468459,0.907511673,0.799467191,0.969326414,0.973076923,0.973760933,0.918489066,0.007398371,0.004205783,0.013764047,0.019780444,1
453,274800,0.265692496,0.226611227,0.046511628,0.21484375,0.953500754,0.861365047,0.909388446,0.78998446,0.969326414,0.973076923,0.973760933,0.918489066,0.006827538,0.00407164,0.012757437,0.01632361,1
454,275400,0.258355145,0.226611227,0.046511628,0.204427083,0.950024129,0.859420889,0.910624371,0.778820843,0.956602128,0.973076923,0.973760933,0.88667992,0.010856714,0.006253811,0.009971148,0.018410647,1
455,276000,0.256895997,0.222453222,0.040697674,0.205729167,0.949625911,0.856608066,0.909937746,0.782531477,0.956602128,0.967307692,0.975218659,0.88667992,0.010015544,0.006013225,0.008255079,0.019426612,1
456,276600,0.25774828,0.22037422,0.040697674,0.205729167,0.949591655,0.855760083,0.908862034,0.785290666,0.956602128,0.967307692,0.975218659,0.88667992,0.010662631,0.007246386,0.009646979,0.021063865,1
457,277200,0.25774828,0.22037422,0.040697674,0.205729167,0.950035618,0.854643226,0.907854985,0.78998446,0.956602128,0.967307692,0.975218659,0.88667992,0.01101989,0.007418179,0.008873747,0.021967541,1
458,277800,0.267809293,0.230769231,0.063953488,0.213541667,0.951185578,0.854850052,0.906481736,0.795788272,0.956602128,0.967307692,0.972303207,0.88667992,0.012160147,0.008820547,0.010654665,0.023532783,1
459,278400,0.267809293,0.230769231,0.063953488,0.213541667,0.954847333,0.858572906,0.906298636,0.803431544,0.975049209,0.967307692,0.972303207,0.914512922,0.006764917,0.008212903,0.009039747,0.010344379,1
460,279000,0.272403245,0.232848233,0.063953488,0.21484375,0.957597611,0.862502585,0.905428911,0.808664489,0.976924378,0.969230769,0.972303207,0.914512922,0.008303518,0.009123873,0.009875472,0.012758033,1
461,279600,0.272403245,0.232848233,0.063953488,0.21484375,0.959924591,0.864632885,0.906092649,0.812628841,0.979009909,0.978846154,0.972303207,0.92445328,0.007858344,0.008936889,0.009044736,0.01234643,1
462,280200,0.272403245,0.232848233,0.063953488,0.21484375,0.961215139,0.867714581,0.904902499,0.814531731,0.979107235,0.978846154,0.972303207,0.92445328,0.007994543,0.008679914,0.010286716,0.012171931,1
463,280800,0.272403245,0.232848233,0.040697674,0.216145833,0.962376167,0.870133119,0.90518575,0.814645056,0.979107235,0.982692308,0.970845481,0.92445328,0.006707557,0.008270248,0.008955113,0.013765509,1
464,281400,0.272403245,0.232848233,0.040697674,0.216145833,0.963041682,0.870672182,0.905589124,0.815546605,0.979107235,0.982692308,0.970845481,0.92445328,0.006886276,0.00786341,0.008486516,0.014786003,1
465,282000,0.270431968,0.239085239,0.040697674,0.216145833,0.963602761,0.872347466,0.906298636,0.813992579,0.98041902,0.976923077,0.970845481,0.92445328,0.006177902,0.008138235,0.008465217,0.01329456,1
466,282600,0.270431968,0.239085239,0.040697674,0.216145833,0.960928389,0.867114788,0.905772224,0.813041134,0.975867289,0.967307692,0.970845481,0.92445328,0.008556204,0.013346375,0.008015641,0.011369831,1
467,283200,0.270431968,0.239085239,0.040697674,0.216145833,0.957917223,0.86016546,0.906825048,0.810916241,0.966398466,0.961538462,0.970845481,0.92445328,0.012329776,0.018024182,0.007232185,0.012971311,1
468,283800,0.270431968,0.239085239,0.040697674,0.2109375,0.955798413,0.85532575,0.908221185,0.808347341,0.966398466,0.961538462,0.975218659,0.918489066,0.012392209,0.016381342,0.005970551,0.010829856,1
469,284400,0.270431968,0.239085239,0.040697674,0.2109375,0.954854511,0.85377456,0.906504623,0.809964797,0.966398466,0.961538462,0.975218659,0.918489066,0.011564566,0.015507863,0.007956854,0.010173091,1
470,285000,0.260235109,0.214137214,0.040697674,0.208333333,0.953887656,0.850859115,0.905853715,0.811804458,0.966398466,0.961538462,0.975218659,0.918489066,0.008807917,0.010214052,0.006181635,0.009867943,1
471,285600,0.260235109,0.214137214,0.040697674,0.208333333,0.955798363,0.854684592,0.905222924,0.813929149,0.966398466,0.961538462,0.975218659,0.918489066,0.008592224,0.009441738,0.00633454,0.009373096,1
472,286200,0.260235109,0.216216216,0.037790698,0.2109375,0.958982209,0.859855222,0.904513412,0.818654657,0.974925318,0.971153846,0.975218659,0.918489066,0.005359189,0.004612315,0.00638321,0.007707047,1
473,286800,0.260235109,0.216216216,0.031976744,0.2109375,0.960576953,0.862316443,0.902979951,0.823031303,0.976924378,0.980769231,0.975218659,0.93638171,0.002303443,0.002356263,0.005499871,0.003608766,1
474,287400,0.259992747,0.216216216,0.031976744,0.2109375,0.960964226,0.863019648,0.903666575,0.822301862,0.978383088,0.980769231,0.973760933,0.93638171,0.000947965,0.001351739,0.004764187,0.00360322,1
475,288000,0.259992747,0.216216216,0.031976744,0.212239583,0.960848294,0.862895553,0.903460588,0.822397006,0.978383088,0.980769231,0.973760933,0.93638171,0.001503157,0.001471654,0.005470583,0.004175875,1
476,288600,0.261635267,0.216216216,0.031976744,0.212239583,0.961336461,0.863247156,0.90371235,0.823189877,0.978383088,0.982692308,0.973760933,0.93638171,0.001278254,0.001173722,0.004487115,0.004639563,1
477,289200,0.261635267,0.214137214,0.029069767,0.212239583,0.96113476,0.863619442,0.903208825,0.822745869,0.979054484,0.982692308,0.973760933,0.93638171,0.000691342,0.00078398,0.00360741,0.003835627,1
478,289800,0.261635267,0.214137214,0.031976744,0.212239583,0.961298752,0.863536711,0.903323263,0.823253306,0.979054484,0.982692308,0.973760933,0.93638171,0.000901709,0,0.00296484,0.004250714,1
479,290400,0.264246925,0.216216216,0.031976744,0.212239583,0.961456868,0.863598759,0.903208825,0.823887603,0.979054484,0.980769231,0.975218659,0.93638171,0.002284075,0.000541442,0.003509314,0.00435695,1
480,291000,0.264246925,0.222453222,0.031976744,0.208333333,0.961982768,0.864405377,0.903781013,0.823665599,0.979054484,0.980769231,0.975218659,0.93638171,0.002549753,0.002069791,0.003225078,0.002829676,1
481,291600,0.266560126,0.222453222,0.031976744,0.213541667,0.96201859,0.8642606,0.903666575,0.824173036,0.979054484,0.980769231,0.975218659,0.93638171,0.00324251,0.001937958,0.003917119,0.002925504,1
482,292200,0.266560126,0.222453222,0.031976744,0.213541667,0.962013004,0.864117798,0.903918921,0.823964769,0.980322106,0.980769231,0.975218659,0.938369781,0.003518568,0.001840297,0.004882308,0.003791694,1
483,292800,0.266560126,0.222453222,0.031976744,0.213541667,0.962319298,0.86450879,0.904147212,0.824109606,0.980322106,0.980769231,0.975218659,0.938369781,0.003730472,0.002201437,0.005294816,0.003686141,1
484,293400,0.266560126,0.222453222,0.031976744,0.213541667,0.961790605,0.864033092,0.904124325,0.822999588,0.980322106,0.982692308,0.975218659,0.938369781,0.002214241,0.002136032,0.004495587,0.003015169,1
485,294000,0.266560126,0.218295218,0.031976744,0.213541667,0.961165752,0.863309204,0.903460588,0.822904443,0.979790998,0.984615385,0.975218659,0.938369781,0.001934475,0.000357657,0.005336776,0.004318525,1
486,294600,0.258472657,0.218295218,0.031976744,0.209635417,0.960854367,0.863371251,0.903140163,0.822238432,0.979790998,0.984615385,0.975218659,0.93638171,0.001618731,0.000628747,0.005455196,0.003871135,1
487,295200,0.258105327,0.218295218,0.029069767,0.209635417,0.960772486,0.863433299,0.903002838,0.822079858,0.979790998,0.984615385,0.975218659,0.93638171,0.000894904,0.001250014,0.004910292,0.003390375,1
488,295800,0.258105327,0.218295218,0.031976744,0.208333333,0.96071028,0.863867632,0.902361988,0.822238432,0.979790998,0.984615385,0.975218659,0.93638171,0.001334564,0.0014678,0.005864636,0.003414508,1
489,296400,0.258105327,0.22037422,0.031976744,0.208333333,0.961565926,0.864575712,0.902974557,0.823230682,0.979790998,0.984615385,0.975218659,0.93638171,0.001705379,0.001721416,0.005697673,0.003811426,1
